name,label,Description,DescriptionFR,GroupName1,WebsiteURL1,GroupName2,WebsiteURL2,GroupName3,WebsiteURL3,GroupName4,WebsiteURL4,TCTmapsURL,Scale,ProvinceTXT,ProvinceTXTFR,Length,category,categorie,TrailType,TypeSentier,Activities,ActivitesFR,pointX,pointY
Town of Canora,Town of Canora,"The town of Canora boasts more than 150 km of trails, including over 144 km of marked and groomed snowmobile trails and more than 10 km of walking, cycling, jogging and cross-country ski trails. This pathway features outstanding views and depending on the direction you choose, will take you to some of the most popular out-of-town attractions. Town amenities include: museums, shopping, restaurants, accommodations, laundromat, grocery stores, campground, skating rink, nine-hole golf course, swimming pool. Westward travellers will come upon the Good Spirit Lake Provincial Park, Burgis Beach and Canora Beach; while eastward travellers will discover Duck Mountain Lake Provincial Park and the National Doukhobor Heritage Village. Courtesy of Tourism Saskatchewan.","La ville de Canora compte plus de 150 km de sentiers, dont plus de 144 km de pistes de motoneige balisées et entretenues et quelque 10 km de sentiers adaptés à la marche, au vélo, au jogging et au ski de fond. Ce parcours offre des vues extraordinaires et, en fonction de la direction choisie, vous conduira aux attractions les plus populaires en dehors de la ville. Quant aux services en ville, ils comprennent des musées, des magasins, des restaurants, des lieux d’hébergement, une buanderie, des épiceries, un terrain de camping, une patinoire, un terrain de golf à neuf trous et une piscine. Les voyageurs qui se dirigent vers l’ouest passeront par le parc provincial Good Spirit Lake ainsi que les communautés de Burgis Beach et de Canora Beach, alors que ceux qui visent l’est découvriront le parc provincial Duck Mountain et le site National Doukhobor Heritage Village. Publié avec l’autorisation de Tourisme Saskatchewan.",Town of Canora,https://canora.com/residents/parks-recreation/parks-trails/,Tourism Saskatchewan,https://www.tourismsaskatchewan.com/things-to-do/outdoor-activities/trails#sort=relevancy,,,,,,,Saskatchewan,Saskatchewan,3.040000000000000,Greenway,Corridor vert,Natural Trail,Sentier naturel,"Walking / hiking, Road cycling, Mountain biking","Marche / randonnée pédestre, Vélo de route, Vélo de montagne",-102.4433572,51.622748999999999
Lanark Link,Lanark Link,"Lanark County is a popular spot for cycling. An increasing number of cyclists are finding their way to the County for longer road rides, short touring loops, trail riding, special cycling events and tours.","Le comté de Lanark est un endroit populaire pour le cyclisme. Un nombre croissant de cyclistes trouvent leur chemin vers le comté pour des trajets sur route plus longs, de courtes boucles de randonnée, des balades en sentier, des événements cyclistes spéciaux et des circuits.",Lanark County,http://lanarkcountytourism.com/files/2012/04/LC-Outdoors-Map.pdf,,,,,,,,,Ontario,Ontario,106.750000000000000,"Greenway, Road","Corridor vert, Route","Gravel Trail, Paved Trail, Gravel Road, Paved Road","Sentier en poussière de pierre, Sentier pavé, Route en gravier, Route pavée","Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-76.12228701,45.141682930000002
Carleton Place Trailway,Carleton Place Trailway,,,Lanark County,http://lanarkcountytourism.com/files/2012/04/LC-Outdoors-Map.pdf,Ontario Trails,http://www.ontariotrails.on.ca/trails/view/carleton-place-trailway,,,,,,,Ontario,Ontario,6.810000000000000,Greenway,Corridor vert,Gravel Trail,Sentier en poussière de pierre,"Walking / hiking, Road cycling, Cross-country skiing, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Ski de fond, Raquette",-76.0518505,45.175440500000001
Cataraqui Trail,Cataraqui Trail,"The Cataraqui Trail follows the former CN Railway and with few exceptions has no steep grades of over 5%. The surface is a mix of gravel and stone dust surface so a hybrid or mountain bike is the best choice for cycling on the trail. The trail is welcome to hikers, cyclists, cross-country skiers and snowshoers. Full details on the general landscape, wildlife habitat, and trail surface are available on the Cataraqui Trail website link below.","Le sentier Cataraqui suit l'ancien chemin de fer du CN et, à quelques exceptions près, ne présente pas de pentes abruptes de plus de 5%. La surface est un mélange de gravier et de surface de poussière de pierre, donc un vélo hybride ou de montagne est le meilleur choix pour faire du vélo sur la piste. Le sentier est le bienvenu pour les randonneurs, les cyclistes, les skieurs de fond et les raquetteurs. Tous les détails sur le paysage général, l'habitat faunique et la surface du sentier sont disponibles sur le lien du site Cataraqui Trail ci-dessous.",Cataraqui Trail,http://www.cataraquitrail.ca/,Ontario Trails,http://www.ontariotrails.on.ca/trails/view/cataraqui-trail---trans-canada-trail,,,,,,,Ontario,Ontario,81.000000000000000,Greenway,Corridor vert,Gravel Trail,Sentier en poussière de pierre,"Walking / hiking, Road cycling, Horseback riding, Cross-country skiing, Snowmobiling, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Équitation, Ski de fond, Motoneige, Raquette",-76.03088529,44.888814590000003
Central Frontenac Trailway,Central Frontenac Trailway,,,Eastern Ontario Trails,http://www.thetrail.ca/,Ontario Trails,http://www.ontariotrails.on.ca/trails/view/central-frontenac-trailway---trans-canada-trail-section,,,,,,,Ontario,Ontario,45.960000000000001,Greenway,Corridor vert,Gravel Trail,Sentier en poussière de pierre,"Walking / hiking, Road cycling, Horseback riding, Cross-country skiing, Snowmobiling, Mountain biking, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Équitation, Ski de fond, Motoneige, Vélo de montagne, Raquette",-77.0611998,44.667756050000001
Chemin de la Diligence,Chemin de la Diligence,,,,,,,,,,,,,Quebec,Québec,14.529999999999999,Road,Route,"Gravel Road, Paved Road","Route en gravier, Route pavée","Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-72.48128313,45.323934039999997
City of Calgary,City of Calgary,"The trail sections in Calgary are in greenspaces along rivers and creeks with several natural areas and interesting sites adjacent to the Trail. The Elbow River section includes Fort Calgary (first settlement), the Calgary Exhibition and Stampede Grounds, Glenmore Reservoir, and Weaselhead Natural Environmental Park. The Bow River section east and south from Fort Calgary includes the Sam Livingston Fish Hatchery, Inglewood Bird Sanctuary, Beaver Dam Flats Natural Area, Carburn Park, and Fish Creek Provincial Park. The Nose Creek section includes the Calgary Zoo and Confluence Park.","Les tronçons du sentier à Calgary se situent dans des espaces verts au bord de rivières et de ruisseaux, et plusieurs secteurs naturels et lieux captivants se trouvent à proximité du sentier. Le tronçon de la rivière Elbow comprend Fort Calgary (le premier colon), le terrain de rodéo Calgary Exhibition & Stampede, le réservoir Glenmore et le parc de conservation du milieu naturel Weaselhead. Le tronçon de la rivière Bow, à l’est et au sud de Fort Calgary, comprend le centre Sam Livingston Fish Hatchery, un refuge d’oiseaux Inglewood, la zone naturelle Beaver Dam Flats, le parc Carburn et le parc provincial Fish Creek. Le tronçon du ruisseau Nose renferme le zoo de Calgary et le parc Confluence.",City of Calgary,https://maps.calgary.ca/PathwaysandBikeways/,Alberta TrailNet,http://www.albertatrailnet.com/for-trail-users/trans-canada-trail/fact-sheets/calgary-urban-trail/,,,,,,,Alberta,Alberta,102.219999999999999,"Greenway, Road","Corridor vert, Route","Natural Trail, Gravel Trail, Paved Trail, Gravel Road, Paved Road","Sentier naturel, Sentier en poussière de pierre, Sentier pavé, Route en gravier, Route pavée","Walking / hiking, Road cycling, Rollerblading","Marche / randonnée pédestre, Vélo de route, Patin à roues alignées",-114.0052601,51.197644980000000
City of Edmundston - West,City of Edmundston - West,,,Sentier NB Trail,https://www.hikingnb.ca/,,,,,,,,,New Brunswick,Nouveau-Brunswick,6.930000000000000,"Greenway, Road","Corridor vert, Route","Paved Trail, Paved Road","Sentier pavé, Route pavée","Walking / hiking, Road cycling, Mountain biking, Rollerblading","Marche / randonnée pédestre, Vélo de route, Vélo de montagne, Patin à roues alignées",-68.29266996,47.363067989999998
City of Hamilton,City of Hamilton,,,City of Hamilton,http://www.hamilton.ca/parks-recreation/parks-trails-and-beaches/trails-listing,,,,,,,,,Ontario,Ontario,34.729999999999997,"Greenway, Road","Corridor vert, Route","Paved Trail, Paved Road","Sentier pavé, Route pavée","Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-79.93181304,43.256310030000002
City of Vancouver,City of Vancouver,"Known as one of the most beautiful places in the world, Vancouver is the largest city in western Canada. The spectacular mountain scenery behind the waterways of Burrard Inlet makes for a picturesque urban setting. Although the Vancouver City region contains some of the city's most urbanized areas, there are still large areas of parkland to enjoy and experience hiking and walking in the west coast outdoors. This includes the world famous Stanley Park located right next to the downtown core and made up of a network of forest trails as well as the sea wall, which wraps around the outer area of the park along the water's edge. Vancouver is the perfect city for outdoor enthusiasts. Courtesy of Vancouver Trails.","Connu comme l’un des plus beaux endroits au monde, Vancouver est la plus grande ville de l’ouest du Canada. Le saisissant paysage montagneux derrière les voies navigables de l’anse Burrard instaure une ambiance urbaine pittoresque. Bien que la région de la ville de Vancouver comporte des zones très urbanisées, elle renferme aussi de vastes parcs tout indiqués pour la randonnée et la marche afin de découvrir la côte ouest. Il s’agit notamment du célèbre parc Stanley situé à proximité du centre-ville et composé d’un réseau de sentiers forestiers et d’une digue, qui enveloppe le secteur externe du parc, au bord de l’eau. Vancouver est la destination parfaite pour les passionnés du plein air. Publié avec l’autorisation de Vancouver Trails.",Vancouver Trails,https://www.vancouvertrails.com/regions/vancouver-city/,,,,,,,,,British Columbia,Colombie-Britannique,34.799999999999997,"Greenway, Road","Corridor vert, Route","Paved Trail, Paved Road","Sentier pavé, Route pavée","Walking / hiking, Road cycling, Rollerblading","Marche / randonnée pédestre, Vélo de route, Patin à roues alignées",-123.109734,49.286835889999999
City of Winnipeg,City of Winnipeg,"This vast trail network is an ideal way to explore Winnipeg. The trail enters and exits the city on the Red River and follows the Red, Assiniboine and Seine Rivers past many landmarks and historic sites, as it runs through forests, parks, greenway corridors, residential neighbourhoods, and along old rail lines and creeks.  Visit The Forks, where the Assiniboine flows into the Red River.  It has long been a meeting place - for Aboriginals, fur traders, and immigrants and now is a National Historic Site and popular cultural hub. Other highlights include University of Manitoba, Assiniboine Park, Fort Whyte, Riverwalk, Museum of Human Rights, Esplanade Riel and Fort Gibraltar.","Ce vaste réseau de sentiers est une manière idéale d’explorer Winnipeg. Le sentier passe dans la ville de Winnipeg en longeant la rivière Rouge et se poursuit sur les rivières Rouge, Assiniboine et Seine. Il passe par de nombreux points d’intérêt et sites historiques, à travers des forêts, des parcs, des corridors verts, des aires résidentielles et le long d’anciennes lignes de chemin de fer et de criques. Visitez La Fourche, là où la rivière Assiniboine se jette dans la rivière Rouge. Lieu de rencontre de longue date, pour les Autochtones, les commerçants de fourrures et les immigrants, c’est maintenant un site historique national et un carrefour culturel prisé. Parmi les autres points d’intérêt, mentionnons l’Université du Manitoba, le parc Assiniboine, le fort Whyte, le musée des droits de la personne, l’esplanade Riel et le fort Gibraltar.",Winnipeg Trails,http://www.winnipegtrails.ca/trails-maps/,Trails Manitoba,http://trailsmanitoba.ca/explore-manitoba-trails/winnipeg/winnipeg-trail/,Tourism Winnipeg,http://www.tourismwinnipeg.com/,Tourisme Riel,http://tourismeriel.com/en,,205000,Manitoba,Manitoba,91.180000000000007,"Greenway, Road","Corridor vert, Route","Natural Trail, Gravel Trail, Paved Trail, Paved Road","Sentier naturel, Sentier en poussière de pierre, Sentier pavé, Route pavée","Walking / hiking, Road cycling, Cross-country skiing, Mountain biking, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Ski de fond, Vélo de montagne, Raquette",-97.05410528,49.942730019999999
